allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
Los Angeles Daily News,News Media,Center,https://www.dailynews.com/,https://www.allsides.com/news-source/los-angeles-daily-news-media-bias
Los Angeles Times,News Media,Lean Left,http://www.latimes.com/,https://www.allsides.com/news-source/los-angeles-times-bias
Lovell Chronicle,News Media,Center,http://lovellchronicle.com/,https://www.allsides.com/news-source/lovell-chronicle-media-bias
Maine Beacon,News Media,Lean Left,https://mainebeacon.com/,https://www.allsides.com/news-source/maine-beacon-media-bias
Making Sense,Podcast,Center,https://www.youtube.com/playlist?list=PLDtc_uppNe1oyTZ6HQc3jEU1Q0WRpTWGF,https://www.allsides.com/news-source/making-sense-media-bias
Manhattan Institute,Think Tank / Policy Group,Lean Right,http://www.manhattan-institute.org,https://www.allsides.com/news-source/manhattan-institute
Mankato Free Press,News Media,Lean Left,https://www.mankatofreepress.com/,https://www.allsides.com/news-source/mankato-free-press-media-bias
Marijuana Moment,News Media,Lean Left,https://www.marijuanamoment.net/,https://www.allsides.com/news-source/marijuana-moment-media-bias
MarketWatch,News Media,Center,https://www.marketwatch.com/,https://www.allsides.com/news-source/marketwatch-media-bias
Mashable,News Media,Left,https://mashable.com/,https://www.allsides.com/news-source/mashable
MassLive.com,News Media,Lean Left,https://www.masslive.com/,https://www.allsides.com/news-source/masslivecom-media-bias
McClatchyDC,News Media,Center,https://www.mcclatchydc.com/,https://www.allsides.com/news-source/mcclatchydc-media-bias
McKenzie County Farmer,News Media,Center,https://www.watfordcitynd.com/,https://www.allsides.com/news-source/mckenzie-county-farmer-media-bias
Meade County Messenger,News Media,Center,https://www.meadecountyky.com/,https://www.allsides.com/news-source/meade-county-messenger-media-bias
Meaws,News Media,Lean Left,https://meaws.com/,https://www.allsides.com/news-source/meaws-media-bias
Media Matters,News Media,Left,https://www.mediamatters.org/,https://www.allsides.com/news-source/media-matters-bias
Media Research Center,News Media,Right,https://www.mrc.org/,https://www.allsides.com/news-source/media-research-center
Media Village,News Media,Center,https://www.mediavillage.com/,https://www.allsides.com/news-source/media-village-media-bias
Mediaite,News Media,Lean Left,http://www.mediaite.com/,https://www.allsides.com/news-source/mediaite-bias
Mercatus Center,Think Tank / Policy Group,Lean Right,https://www.mercatus.org/,https://www.allsides.com/news-source/mercatus-center-media-bias
Meridian Magazine,News Media,Lean Right,https://latterdaysaintmag.com/,https://www.allsides.com/news-source/meridian-magazine-media-bias
Metro Weekly,News Media,Left,https://www.metroweekly.com/,https://www.allsides.com/news-source/metro-weekly-media-bias
Mexico Daily Post,News Media,Center,https://mexicodailypost.com/,https://www.allsides.com/news-source/mexico-daily-post-media-bias
Mexico News Daily,News Media,Center,https://mexiconewsdaily.com/,https://www.allsides.com/news-source/mexico-news-daily-media-bias
Miami Herald,News Media,Lean Left,http://www.miamiherald.com/,https://www.allsides.com/news-source/miami-herald
MichelleMalkin.com,News Media,Right,http://michellemalkin.com/,https://www.allsides.com/news-source/michellemalkincom
Michigan Daily,News Media,Lean Left,https://www.michigandaily.com/,https://www.allsides.com/news-source/michigan-daily
MidWeek,News Media,Center,https://www.midweek.com/,https://www.allsides.com/news-source/midweek-media-bias
Migration Policy Institute,Reference,Center,,https://www.allsides.com/news-source/migration-policy-institute-media-bias
Military Times,News Media,Center,https://www.militarytimes.com/,https://www.allsides.com/news-source/military-times-media-bias
Millennial Action Project,Think Tank / Policy Group,Center,https://www.millennialaction.org/,https://www.allsides.com/news-source/millennial-action-project-media-bias
Milwaukee Journal Sentinel,News Media,Center,https://www.jsonline.com/,https://www.allsides.com/news-source/milwaukee-journal-sentinel-media-bias
Minnesota Lawyer,News Media,Center,https://minnlawyer.com,https://www.allsides.com/news-source/minnesota-lawyer-media-bias
Minnesota Native News,News Media,Center,https://minnesotanativenews.org/,https://www.allsides.com/news-source/minnesota-native-news-media-bias
Minnesota News Network,News Media,Center,https://minnesotanewsnetwork.com/,https://www.allsides.com/news-source/minnesota-news-network-media-bias
Minnesota Public Radio,News Media,Center,https://www.mpr.org/,https://www.allsides.com/news-source/minnesota-public-radio-media-bias
Minnesota Reformer,News Media,Left,https://minnesotareformer.com/,https://www.allsides.com/news-source/minnesota-reformer-media-bias
Minnesota Spokesman Reporter,News Media,Center,https://spokesman-recorder.com/,https://www.allsides.com/news-source/minnesota-spokesman-reporter-media-bias
MinnPost,News Media,Center,https://www.minnpost.com/,https://www.allsides.com/news-source/minnpost-media-bias
MinnPost,News Media,Center,https://www.minnpost.com/,https://www.allsides.com/news-source/minnpost-media-bias-0
Mises Institute,Think Tank / Policy Group,Lean Right,https://mises.org/,https://www.allsides.com/news-source/mises-institute-media-bias
Misinformation Review,News Media,Center,https://misinforeview.hks.harvard.edu/,https://www.allsides.com/news-source/misinformation-review-media-bias
Mismatch.org,News Media,Mixed,https://www.mismatch.org/,https://www.allsides.com/news-source/mismatchorg-media-bias
Mississippi Free Press,News Media,Lean Left,https://www.mississippifreepress.org/,https://www.allsides.com/news-source/mississippi-free-press-media-bias
Mississippi Today,News Media,Center,https://mississippitoday.org/,https://www.allsides.com/news-source/mississippi-today-media-bias
Missoulian,News Media,Center,https://missoulian.com/,https://www.allsides.com/news-source/missoulian-media-bias
MIT News,News Media,Center,http://news.mit.edu,https://www.allsides.com/news-source/mit-news
Mitú,News Media,Left,https://wearemitu.com/,https://www.allsides.com/news-source/mit-media-bias
MLive.com,News Media,Center,http://www.mlive.com/,https://www.allsides.com/news-source/mlive-media-bias
Monadnock Ledger-Transcript,News Media,Center,https://ledgertranscript.com,https://www.allsides.com/news-source/monadnock-ledger-transcript-media-bias
Montana Free Press,News Media,Center,https://montanafreepress.org/,https://www.allsides.com/news-source/montana-free-press-media-bias
More in Common,Reference,Center,https://www.moreincommon.com/,https://www.allsides.com/news-source/more-common-media-bias
Morgan Messenger,News Media,Center,https://www.morganmessenger.com/,https://www.allsides.com/news-source/morgan-messenger-media-bias
Morning Brew,News Media,Lean Left,https://www.morningbrew.com/daily,https://www.allsides.com/news-source/morning-brew-media-bias
Morning Wire,Podcast,Lean Right,https://www.dailywire.com/show/morning-wire,https://www.allsides.com/news-source/morning-wire-media-bias
Mother Jones,News Media,Left,http://www.motherjones.com/,https://www.allsides.com/news-source/mother-jones-bias
Mountain State Spotlight,News Media,Center,https://mountainstatespotlight.org/,https://www.allsides.com/news-source/mountain-state-spotlight-media-bias
MSNBC,News Media,Left,http://www.msnbc.com/,https://www.allsides.com/news-source/msnbc
MTV News Online,News Media,Lean Left,http://www.mtv.com/news/,https://www.allsides.com/news-source/mtv-news-online-media-bias
Muscatine Journal,News Media,Center,https://muscatinejournal.com/,https://www.allsides.com/news-source/muscatine-journal
NAACP,Think Tank / Policy Group,Lean Left,https://naacp.org,https://www.allsides.com/news-source/naacp-media-bias
Naples Daily News,News Media,Center,https://www.naplesnews.com/,https://www.allsides.com/news-source/naples-daily-news-media-bias
National Abortion and Reproductive Rights Action League,,Lean Left,,https://www.allsides.com/news-source/national-abortion-and-reproductive-rights-action-league
National Catholic Register,News Media,Right,https://www.ncregister.com/,https://www.allsides.com/news-source/national-catholic-register-media-bias
National Coalition for Dialogue and Debate,Dialogue & Debate,Mixed,http://ncdd.org/,https://www.allsides.com/news-source/national-coalition-dialogue-and-debate-media-bias
National Committee to Preserve Social Security and Medicare,Think Tank / Policy Group,Left,http://www.ncpssm.org,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare
National Conference of State Legislatures,Think Tank / Policy Group,Center,https://www.ncsl.org/,https://www.allsides.com/news-source/national-conference-state-legislatures-media-bias
National Constitution Center,Think Tank / Policy Group,Center,https://constitutioncenter.org,https://www.allsides.com/news-source/national-constitution-center-media-bias
National Federation of Independent Business,Think Tank / Policy Group,Lean Right,https://www.nfib.com/,https://www.allsides.com/news-source/national-federation-independent-business-media-bias
National Federation of Independent Businesses,,Lean Right,,https://www.allsides.com/news-source/national-federation-independent-businesses
National Geographic,News Media,Center,https://www.nationalgeographic.com/,https://www.allsides.com/news-source/national-geographic-media-bias
National Institute for Civil Discourse,Think Tank / Policy Group,Center,https://nicd.arizona.edu/,https://www.allsides.com/news-source/national-institute-civil-discourse-media-bias
National Interest,Think Tank / Policy Group,Center,http://nationalinterest.org/,https://www.allsides.com/news-source/national-interest
National Journal,News Media,Center,http://www.nationaljournal.com/,https://www.allsides.com/news-source/national-journal
National Organization for Women,,Lean Left,,https://www.allsides.com/news-source/national-organization-women
National Post,News Media,Lean Right,https://nationalpost.com/,https://www.allsides.com/news-source/national-post-media-bias
National Review,News Media,Right,http://www.nationalreview.com/,https://www.allsides.com/news-source/national-review
National Review Fact Check,Fact Check,Right,https://www.nationalreview.com/forgotten-fact-checks/,https://www.allsides.com/news-source/forgotten-fact-checks-national-review-media-bias
National Rifle Association,,Lean Right,,https://www.allsides.com/news-source/national-rifle-association
National Right to Life Committee,,Lean Right,,https://www.allsides.com/news-source/national-right-life-committee
National Taxpayers Union,,Lean Right,,https://www.allsides.com/news-source/national-taxpayers-union
Nature.com,News Media,Center,https://www.nature.com,https://www.allsides.com/news-source/naturecom-media-bias
Nautilus Quarterly,News Media,Center,https://nautil.us/,https://www.allsides.com/news-source/nautilus-quarterly-media-bias
NBC News (Online),News Media,Lean Left,http://www.nbcnews.com,https://www.allsides.com/news-source/nbc-news-media-bias
NBC Today Show,News Media,Lean Left,http://www.today.com/,https://www.allsides.com/news-source/nbc-today-show
Network for Responsible Public Policy,Think Tank / Policy Group,Center,https://www.nfrpp.org/,https://www.allsides.com/news-source/network-responsible-public-policy-media-bias
Nevada Appeal,News Media,Center,https://www.nevadaappeal.com/,https://www.allsides.com/news-source/nevada-appeal-media-bias
New Discourses,News Media,Center,https://newdiscourses.com/,https://www.allsides.com/news-source/new-discourses-media-bias
New Economy Working Group,Think Tank / Policy Group,Lean Left,http://www.ips-dc.org/,https://www.allsides.com/news-source/new-economy-working-group
New Hampshire Public Radio,News Media,Center,http://nhpr.org/,https://www.allsides.com/news-source/new-hampshire-public-radio-media-bias
New Hampshire Union Leader,News Media,Center,http://www.unionleader.com/,https://www.allsides.com/news-source/union-leader
New Haven Register,News Media,Center,http://www.nhregister.com/,https://www.allsides.com/news-source/new-haven-register-media-bias
New Jersey Globe,News Media,Center,https://newjerseyglobe.com/,https://www.allsides.com/news-source/new-jersey-globe-media-bias
New Jersey Monitor,News Media,Lean Left,https://newjerseymonitor.com/,https://www.allsides.com/news-source/new-jersey-monitor-media-bias
New Mexico In Depth,News Media,Center,http://nmindepth.com/,https://www.allsides.com/news-source/new-mexico-depth-media-bias
New Pittsburgh,News Media,Left,https://newpittsburghcourier.com/,https://www.allsides.com/news-source/new-pittsburgh-media-bias
New Republic,News Media,Left,http://www.newrepublic.com/,https://www.allsides.com/news-source/new-republic
New Rockford Transcript,News Media,Center,https://www.newrockfordtranscript.com/,https://www.allsides.com/news-source/new-rockford-transcript-media-bias
New York Daily News,News Media,Left,http://www.nydailynews.com/,https://www.allsides.com/news-source/new-york-daily-news
New York Focus,News Media,Center,https://www.nysfocus.com/,https://www.allsides.com/news-source/new-york-focus-media-bias
New York Magazine,News Media,Left,http://nymag.com/,https://www.allsides.com/news-source/new-york-magazine
New York Post (News),News Media,Lean Right,http://www.nypost.com/,https://www.allsides.com/news-source/new-york-post
New York Post (Opinion),News Media,Right,https://nypost.com/opinion/,https://www.allsides.com/news-source/new-york-post-opinion-media-bias
New York Times (News),News Media,Lean Left,http://www.nytimes.com/,https://www.allsides.com/news-source/new-york-times
New York Times (Opinion),News Media,Left,https://www.nytimes.com/section/opinion,https://www.allsides.com/news-source/new-york-times-opinion-media-bias
New York Times Fact Check ,Fact Check,Lean Left,http://www.nytimes.com/spotlight/fact-checks,https://www.allsides.com/news-source/new-york-times-fact-check-media-bias
Newark Post,News Media,Center,https://www.newarkpostonline.com/,https://www.allsides.com/news-source/newark-post-media-bias
News & Citizen,News Media,Center,https://www.vtcng.com/news_and_citizen/,https://www.allsides.com/news-source/news-citizen-media-bias
News Center Maine,News Media,Lean Left,https://www.newscentermaine.com/,https://www.allsides.com/news-source/news-center-maine-media-bias
News Literacy Project,Reference,Center,http://newslit.org/,https://www.allsides.com/news-source/news-literacy-project-media-bias
News One,News Media,Lean Left,https://newsone.com/,https://www.allsides.com/news-source/news-one-media-bias
NewsBusters,News Media,Right,http://www.newsbusters.org,https://www.allsides.com/news-source/newsbusters
Newsday,News Media,Center,https://www.newsday.com/,https://www.allsides.com/news-source/newsday-media-bias
Newsmax (News),News Media,Right,http://www.newsmax.com/,https://www.allsides.com/news-source/newsmax
Newsmax - Opinion,News Media,Right,https://www.newsmax.com/insiders/,https://www.allsides.com/news-source/newsmax-opinion-media-bias
NewsNation,News Media,Center,https://www.newsnationnow.com/,https://www.allsides.com/news-source/newsnation-media-bias
NewsOne,News Media,Left,https://newsone.com/,https://www.allsides.com/news-source/newsonecom-media-bias
Newsweek,News Media,Center,https://www.newsweek.com/,https://www.allsides.com/news-source/newsweek
Newsweek Fact Check,Fact Check,Center,https://www.newsweek.com/topic/fact-check,https://www.allsides.com/news-source/newsweek-fact-check-media-bias
Newtrals,News Media,Center,http://newtrals.com/,https://www.allsides.com/news-source/newtrals-media-bias
Nicholas Chronicle,News Media,Center,https://www.nicholaschronicle.com/,https://www.allsides.com/news-source/nicholas-chronicle-media-bias
Nieman Lab,News Media,Center,https://www.niemanlab.org/,https://www.allsides.com/news-source/nieman-lab-media-bias
Nixon Center,,Lean Right,,https://www.allsides.com/news-source/nixon-center
nj.com,News Media,Lean Left,https://www.nj.com/,https://www.allsides.com/news-source/njcom-media-bias
NMPolitics.net,News Media,Center,http://nmpolitics.net/,https://www.allsides.com/news-source/nmpoliticsnet
No Labels,Think Tank / Policy Group,Center,http://www.nolabels.org,https://www.allsides.com/news-source/no-labels
Norfolk Daily News,News Media,Center,https://norfolkdailynews.com/,https://www.allsides.com/news-source/norfolk-daily-news-media-bias
North Wright County Today,News Media,Center,https://northwrightcounty.today/,https://www.allsides.com/news-source/north-wright-county-today-media-bias
NowThis News,News Media,Lean Left,https://nowthisnews.com/,https://www.allsides.com/news-source/nowthis-news-media-bias
NPR (Online News),News Media,Lean Left,http://www.npr.org/,https://www.allsides.com/news-source/npr-media-bias
NPR (Opinion) ,News Media,Lean Left,https://www.npr.org/sections/opinion/,https://www.allsides.com/news-source/npr-editorial
NPR Fact Check,Fact Check,Lean Left,https://www.npr.org/,https://www.allsides.com/news-source/npr-fact-check-media-bias
NTD,News Media,Lean Right,https://www.ntd.com/,https://www.allsides.com/news-source/ntd-media-bias
Nutfield News,News Media,Center,https://nutfieldnews.net/,https://www.allsides.com/news-source/nutfield-news-media-bias
NYNMedia,News Media,Left,https://www.nynmedia.com/,https://www.allsides.com/news-source/nynmedia-media-bias
Occupy Democrats,News Media,Left,http://occupydemocrats.com/,https://www.allsides.com/news-source/occupy-democrats-media-bias
Ohio Capital Journal,News Media,Lean Left,https://ohiocapitaljournal.com/,https://www.allsides.com/news-source/ohio-capital-journal-media-bias
OilPrice.com,News Media,Center,https://oilprice.com/,https://www.allsides.com/news-source/oilpricecom-media-bias
Omaha World-Herald,News Media,Center,https://omaha.com/,https://www.allsides.com/news-source/omaha-world-herald-media-bias
One America News Network (OAN),News Media,Right,https://www.oann.com/,https://www.allsides.com/news-source/one-america-news-network-media-bias
One Nation News,News Media,Lean Left,http://www.onenationnews.com/,https://www.allsides.com/news-source/one-nation-news-media-bias
OpenSecrets.org,Think Tank / Policy Group,Center,http://www.opensecrets.org,https://www.allsides.com/news-source/opensecretsorg
Orange County Register,News Media,Lean Right,http://www.ocregister.com/,https://www.allsides.com/news-source/orange-county-register
Oregon Public Broadcasting ,News Media,Center,http://opb.org/,https://www.allsides.com/news-source/oregon-public-broadcasting-media-bias
Orlando Sentinel,News Media,Center,https://www.orlandosentinel.com/,https://www.allsides.com/news-source/orlando-sentinel-media-bias
Ottumwa Courier,News Media,Center,https://www.ottumwacourier.com/,https://www.allsides.com/news-source/ottumwa-courier
Ouachita Citizen,News Media,Center,https://www.hannapub.com/ouachitacitizen/,https://www.allsides.com/news-source/ouachita-citizen-media-bias
Our.News,News Media,Center,https://our.news/,https://www.allsides.com/news-source/ournews-media-bias
Out,News Media,Left,https://www.out.com/,https://www.allsides.com/news-source/out-media-bias
Out In Jersey,News Media,Lean Left,https://outinjersey.net,https://www.allsides.com/news-source/out-jersey-media-bias
Outkick the Coverage,News Media,Center,https://www.outkick.com/,https://www.allsides.com/news-source/outkick-media-bias
Pacific Research Institute,Think Tank / Policy Group,Right,http://www.pacificresearch.org/,https://www.allsides.com/news-source/pacific-research-institute
Pacific Standard,News Media,Lean Left,http://www.psmag.com/,https://www.allsides.com/news-source/pacific-standard
Pahrump Valley Times,News Media,Center,https://pvtimes.com/,https://www.allsides.com/news-source/pahrump-valley-times-media-bias
Paintsville Herald,News Media,Center,https://www.paintsvilleherald.com/,https://www.allsides.com/news-source/paintsville-herald-media-bias
Palladium Magazine,News Media,Center,https://www.palladiummag.com/,https://www.allsides.com/news-source/palladium-magazine-media-bias
Palm Springs Desert Sun,News Media,Center,https://www.desertsun.com/news/,https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias
Pantsuit Politics,Podcast,Mixed,https://www.pantsuitpoliticsshow.com/,https://www.allsides.com/news-source/pantsuit-politics-media-bias
Park Record,News Media,Center,https://www.parkrecord.com/,https://www.allsides.com/news-source/park-record-media-bias
Pasadena Star-News,News Media,Center,https://www.pasadenastarnews.com/,https://www.allsides.com/news-source/pasadena-star-news-media-bias
Patch.com,News Media,Center,https://patch.com/,https://www.allsides.com/news-source/patchcom-media-bias
PBS NewsHour,News Media,Lean Left,http://www.pbs.org/newshour/,https://www.allsides.com/news-source/pbs-newshour
Pea Ridge Times,News Media,Center,https://prt.nwaonline.com/,https://www.allsides.com/news-source/pea-ridge-times-media-bias
Peacock Panache,News Media,Left,http://www.peacock-panache.com/,https://www.allsides.com/news-source/peacock-panache
Peninsula Clarion,News Media,Center,https://www.peninsulaclarion.com/,https://www.allsides.com/news-source/peninsula-clarion
Pennsylvania Capital-Star,News Media,Lean Right,https://www.penncapital-star.com/,https://www.allsides.com/news-source/pennsylvania-capital-star-media-bias
Pensacola News Journal,News Media,Center,https://www.pnj.com/,https://www.allsides.com/news-source/pensacola-news-journal-media-bias
People,News Media,Lean Left,https://people.com/,https://www.allsides.com/news-source/people-media-bias
People for the American Way,Think Tank / Policy Group,Left,http://www.pfaw.org,https://www.allsides.com/news-source/people-american-way
People for the Ethical Treatment of Animals,,Lean Left,,https://www.allsides.com/news-source/people-ethical-treatment-animals
Peoria Journal Star,News Media,Center,https://www.pjstar.com/,https://www.allsides.com/news-source/peoria-journal-star-media-bias
Persuasion,News Media,Lean Left,https://www.persuasion.community/,https://www.allsides.com/news-source/persuasion-media-bias
Pew Research Center,Reference,Center,https://www.pewresearch.org/,https://www.allsides.com/news-source/pew-research
Philadelphia Gay News,News Media,Lean Left,https://epgn.com/,https://www.allsides.com/news-source/philadelphia-gay-news-media-bias
Phoenix New Times,News Media,Center,https://www.phoenixnewtimes.com/,https://www.allsides.com/news-source/phoenix-new-times-media-bias
Phys.org,News Media,Center,http://phys.org/,https://www.allsides.com/news-source/physorg
Physicians for a National Health Program,Think Tank / Policy Group,Left,http://www.pnhp.org/,https://www.allsides.com/news-source/physicians-national-health-program
Physicians for Life,News Media,Lean Right,https://www.physiciansforlife.org/,https://www.allsides.com/news-source/physicians-life-media-bias
PinkNews,News Media,Left,https://www.thepinknews.com/,https://www.allsides.com/news-source/pinknews-media-bias
Pioneer Press,News Media,Center,https://www.twincities.com/,https://www.allsides.com/news-source/pioneer-press-media-bias
Pittsburgh Post-Gazette,News Media,Center,http://www.post-gazette.com,https://www.allsides.com/news-source/pittsburgh-post-gazette
Pittsburgh Tribune-Review,News Media,Center,https://triblive.com/,https://www.allsides.com/news-source/pittsburgh-tribune-review-media-bias
PJ Media,News Media,Right,https://pjmedia.com/,https://www.allsides.com/news-source/pj-media-media-bias
Plainsman,News Media,Center,https://www.plainsman.com/,https://www.allsides.com/news-source/plainsman-media-bias
Plaquemines Gazette,News Media,Center,https://www.plaqueminesgazette.com/,https://www.allsides.com/news-source/plaquemines-gazette-media-bias
Pod Save America,Podcast,Left,https://crooked.com/podcast-series/pod-save-america/,https://www.allsides.com/news-source/pod-save-america-media-bias
Political Empathy Project,Think Tank / Policy Group,Center,https://www.politicalempathyproject.org/,https://www.allsides.com/news-source/political-empathy-project-media-bias
Politico,News Media,Lean Left,http://www.politico.com/,https://www.allsides.com/news-source/politico-media-bias
Politico Playbook Daily Briefing,Podcast,Lean Left,https://www.politico.com/podcasts/playbook-daily-briefing,https://www.allsides.com/news-source/politico-playbook-daily-briefing-media-bias
PoliticusUSA,News Media,Left,http://www.politicususa.com/,https://www.allsides.com/news-source/politicususa
PolitiFact,Fact Check,Lean Left,http://www.politifact.com/,https://www.allsides.com/news-source/politifact
Pope County Tribune,News Media,Center,https://pctribune.com/,https://www.allsides.com/news-source/pope-county-tribune-media-bias
Portland Press Herald,News Media,Center,http://www.pressherald.com/,https://www.allsides.com/news-source/portland-press-herarld
Post Register,News Media,Center,https://www.postregister.com/,https://www.allsides.com/news-source/post-register-media-bias
Post-Bulletin,News Media,Center,https://www.postbulletin.com/,https://www.allsides.com/news-source/post-bulletin-media-bias
Poughkeepsie Journal,News Media,Center,https://www.poughkeepsiejournal.com/,https://www.allsides.com/news-source/poughkeepsie-journal-media-bias
Poynter,News Media,Center,https://www.poynter.org/,https://www.allsides.com/news-source/poynter-media-bias
Poynter Fact Check ,Fact Check,Center,https://www.poynter.org/media-news/fact-checking/,https://www.allsides.com/news-source/poynter-fact-check-media-bias
Prager University,Think Tank / Policy Group,Right,http://www.prageru.com,https://www.allsides.com/news-source/prager-university
Premier Christian News,News Media,Lean Left,https://premierchristian.news/,https://www.allsides.com/news-source/premier-christian-news-media-bias
PRI (Public Radio International),News Media,Center,http://www.pri.org/,https://www.allsides.com/news-source/pri-public-radio-international
ProCon.org,Dialogue & Debate,Mixed,http://www.procon.org/,https://www.allsides.com/news-source/proconorg
Progressive Voices of Iowa,News Media,Left,https://progressivevoicesofiowa.com/,https://www.allsides.com/news-source/progressive-voices-iowa
Project Veritas,News Media,Right,https://www.projectveritas.com/,https://www.allsides.com/news-source/project-veritas-media-bias
ProPublica,News Media,Lean Left,http://www.propublica.org/,https://www.allsides.com/news-source/propublica
Psych Central,News Media,Center,https://psychcentral.com/,https://www.allsides.com/news-source/psych-central-media-bias
Psychology Today,News Media,Center,https://www.psychologytoday.com/us,https://www.allsides.com/news-source/psychology-today-media-bias
Public News Service,News Media,Center,https://www.publicnewsservice.org/,https://www.allsides.com/news-source/public-news-service-media-bias
Quartz,News Media,Center,http://qz.com/,https://www.allsides.com/news-source/quartz
Queerty,News Media,Left,https://www.queerty.com/,https://www.allsides.com/news-source/queerty-media-bias
Quillette,News Media,Lean Right,https://quillette.com/,https://www.allsides.com/news-source/quillette-media-bias
Quinnipiac University,Reference,Center,https://www.qu.edu/,https://www.allsides.com/news-source/quinnipiac-university
RAND Corporation,Think Tank / Policy Group,Lean Left,http://www.rand.org,https://www.allsides.com/news-source/rand-corporation
Rapid City Journal,News Media,Center,https://rapidcityjournal.com/,https://www.allsides.com/news-source/rapid-city-journal-media-bias
Rasmussen Reports,News Media,Lean Right,https://www.rasmussenreports.com/,https://www.allsides.com/news-source/rasmussen-reports
Raw Story,News Media,Left,http://www.rawstory.com/,https://www.allsides.com/news-source/raw-story
Reading Eagle,News Media,Center,https://www.readingeagle.com/,https://www.allsides.com/news-source/reading-eagle-media-bias
RealClearPolitics,News Media,Center,http://www.realclearpolitics.com/,https://www.allsides.com/news-source/real-clear-politics
Reason,News Media,Lean Right,https://reason.com/,https://www.allsides.com/news-source/reason
Reason Foundation,Think Tank / Policy Group,Lean Right,http://reason.org/,https://www.allsides.com/news-source/reason-foundation
Record Journal,News Media,Center,http://www.myrecordjournal.com/home/,https://www.allsides.com/news-source/record-journal
Record-Courier,News Media,Center,https://www.recordcourier.com/,https://www.allsides.com/news-source/record-courier-media-bias
Red Lake Nation News,News Media,Center,https://www.redlakenationnews.com/,https://www.allsides.com/news-source/red-lake-nation-news-media-bias
Red Racing Horses,News Media,Right,https://rrhelections.com/,https://www.allsides.com/news-source/red-racing-horses-media-bias
RedBlueDictionary.org,Reference,Mixed,http://redbluedictionary.org/,https://www.allsides.com/news-source/redbluedictionary
redefinED,Think Tank / Policy Group,Center,http://www.redefinedonline.org/,https://www.allsides.com/news-source/redefined
Redlands Daily Facts,News Media,Center,https://www.redlandsdailyfacts.com/,https://www.allsides.com/news-source/redlands-daily-facts-media-bias
RedState,News Media,Right,https://redstate.com/,https://www.allsides.com/news-source/red-state
Reductress,Humor & Satire,Lean Left,https://reductress.com/,https://www.allsides.com/news-source/reductress-media-bias
Refinery29,News Media,Left,https://www.refinery29.com/,https://www.allsides.com/news-source/refinery29-media-bias
Relevant Magazine,News Media,Lean Left,https://relevantmagazine.com/,https://www.allsides.com/news-source/relevant-magazine-media-bias
Religion News Service,News Media,Center,https://religionnews.com/,https://www.allsides.com/news-source/religion-news-service-media-bias
Reno News & Review,News Media,Center,https://renonr.com/,https://www.allsides.com/news-source/reno-news-review-media-bias
Republican Party,Think Tank / Policy Group,Lean Right,https://www.gop.com/,https://www.allsides.com/news-source/republican-party
Respect + Rebellion,Dialogue & Debate,Mixed,https://respectandrebellion.com/,https://www.allsides.com/news-source/respect-rebellion-media-bias
Reuters,News Media,Center,http://www.reuters.com/,https://www.allsides.com/news-source/reuters
Reuters Fact Check,Fact Check,Center,https://www.reuters.com/fact-check,https://www.allsides.com/news-source/reuters-fact-check-media-bias
Revolver News,News Media,Right,https://www.revolver.news/,https://www.allsides.com/news-source/revolver-news-media-bias
Richmond Times Dispatch,News Media,Lean Right,http://www.richmond.com/,https://www.allsides.com/news-source/richmond-times-dispatch
Right Side News,News Media,Right,http://www.rightsidenews.com/,https://www.allsides.com/news-source/right-side-news
Right Wing News,News Media,Right,https://rightwingnews.com/,https://www.allsides.com/news-source/right-wing-news
Risen Magazine,News Media,Center,https://www.risenmagazine.com/,https://www.allsides.com/news-source/risen-magazine-media-bias
Rogue River Press,News Media,Center,http://www.rogueriverpress.com/,https://www.allsides.com/news-source/rogue-river-press-media-bias
Roll Call,News Media,Center,https://rollcall.com/,https://www.allsides.com/news-source/roll-call-media-bias
RollingStone.com,News Media,Left,http://www.rollingstone.com/,https://www.allsides.com/news-source/rolling-stone
RT,News Media,Lean Right,https://www.rt.com/,https://www.allsides.com/news-source/rt
Ruston Daily Leader,News Media,Center,https://www.rustonleader.com/,https://www.allsides.com/news-source/ruston-daily-leader
Rutland Herald,News Media,Center,https://www.rutlandherald.com/,https://www.allsides.com/news-source/rutland-herald-media-bias
Ryan Long,Humor & Satire,Lean Right,https://www.ryanlongcomedy.com/,https://www.allsides.com/news-source/ryan-long-media-bias
Salina Journal,News Media,Center,https://www.salina.com/,https://www.allsides.com/news-source/salina-journal-media-bias
Salon,News Media,Left,http://www.salon.com/,https://www.allsides.com/news-source/salon
San Antonio Express-News,News Media,Center,https://www.expressnews.com/,https://www.allsides.com/news-source/san-antonio-express-news-media-bias
San Bernardino Sun,News Media,Center,https://www.sbsun.com/,https://www.allsides.com/news-source/san-bernardino-sun-media-bias
San Diego Union-Tribune,News Media,Lean Left,https://www.sandiegouniontribune.com/,https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0
San Francisco Chronicle,News Media,Left,http://sfchronicle.com,https://www.allsides.com/news-source/san-francisco-chronicle
